Textos_espanol,sdg
"Este capítulo explora la posición general de las víctimas en los juicios penales en Alemania, un sistema inquisitivo tradicional, y Australia, un sistema mayoritariamente acusatorio. El anÃ¡lisis tiene en cuenta cÃ³mo se entiende actualmente la justicia penal en cada sistema. Posteriormente, explora si la introducciÃ³n de los derechos de participaciÃ³n de las vÃctimas en los dos Estados puede considerarse una ruptura con la concepciÃ³n tradicional de la justicia penal como un conflicto entre el Estado y el acusado y un avance hacia un modelo de proceso centrado en la vÃctima. Esto incluye el anÃ¡lisis de los motivos del poder legislativo para la introducciÃ³n de los derechos de participaciÃ³n de las vÃctimas, cuando los haya, asÃ como las reacciones que este tipo de reforma legislativa ha provocado en la profesiÃ³n jurÃdica, las instituciones polÃticas y el mundo acadÃ©mico. A la luz de los resultados de Alemania y Australia, se plantea la cuestiÃ³n de si es probable que las futuras reformas legislativas en el Ã¡mbito de los derechos procesales de las vÃctimas produzcan los resultados previstos.",16
"Dado que los organismos centrales parecen definir las misiones y los objetivos, pero no invierten los medios necesarios para alcanzarlos, la coordinación entre estos ámbitos políticos es escasa. Además, la intensa competencia entre distintos ministerios es habitual en la coordinación de las políticas de agua, energía y agricultura en varios países de ALC. En Chile, las políticas del agua en el sector agrícola son diseñadas por dos ministerios distintos con intereses diferentes: el Ministerio de Obras Públicas, a través de su Oficina de Infraestructura Hídrica (presas, riego, etc.) Por último, la asignación poco clara de funciones y la falta de incentivos institucionales para la cooperación también se citan como preocupaciones comunes para la coherencia de las políticas del agua-energía y del agua-agricultura.",6
"Los psicólogos de la paz hacen hincapié en la importancia de reconocer tanto las bases directas como las estructurales de la paz y el conflicto. En el análisis de la psicología de la paz sobre el terrorismo que aquí se presenta, intento profundizar en nuestra comprensión de las bases del terrorismo en el contexto de cómo las desigualdades en las estructuras políticas, económicas y sociales pueden alimentar o exacerbar el terrorismo. Analizo la eficacia de las respuestas al terrorismo en términos del modelo tripartito de mantenimiento, establecimiento y consolidación de la paz de respuesta no violenta a la violencia.",16
"La Conferencia de Palermo representa un importante paradigma de responsabilidad cívica que encierra importantes lecciones globales para el tipo de solidaridad y cooperación necesarias para transformar la dura realidad de la tiranía privada e incluso pública en los ideales más elevados de la decencia cívica. Es el predicado que defiende el precepto del Estado de Derecho como componente estabilizador y transformador de un orden mundial que honre y respete la dignidad de todas las personas. El tema del simposio en el que se presentÃ³ por primera vez este documento fue, por supuesto, el Estado de Derecho en la aldea global. MÃ¡s concretamente, el tÃtulo es ""El Estado de Derecho: Â¿CÃ³mo afecta la convenciÃ³n de la ONU contra la delincuencia organizada transnacional, en general, a los temas principales que acabamos de especificar? Â¿QuÃ© tiene que ver la convenciÃ³n con el Estado de Derecho y la comunidad del espacio terrestre, visualizada como una aldea global?",16
"En estas pilas se pueden utilizar distintos materiales para el cátodo y el ánodo, lo que permite diseñar una amplia gama de pilas con comportamientos diferentes. Las hay de alta densidad energética, como las de LiCo02, y de alta densidad energética, como las de Li-titanato. Los vehículos eléctricos disponen de baterías y pueden prestar servicios devolviendo energía a la red, lo que se conoce como ""vehículo a red"" (V2G). Este flujo bidireccional de energía puede utilizarse para reducir los picos de consumo, controlar la frecuencia o como respaldo de emergencia.",6
"Existe una gran lista de abusos sufridos por los indígenas, principalmente represión y violencia, donde comunidades enteras no tienen garantizada la protección de sus derechos y se les niega el acceso a sus tierras, lesionando disposiciones de la Constitución Federal y del Convenio 169 de la OIT, dispositivos que protegen sus derechos tradicionales y territoriales. Estos hechos, más el genocidio sufrido por los pueblos indígenas, lesionan los derechos humanos de estos pueblos, haciendo que la Comisión Interamericana de Derechos Humanos intervenga en el asunto. Desde este punto de vista y dado este marco ambiental es evidente la importancia de la búsqueda efectiva en la protección de los derechos de los pueblos indígenas. Este trabajo tiene como objetivo construir una mirada crítica sobre las interfaces entre la actuación y la eficacia de la Comisión Interamericana de Derechos Humanos para garantizar su protección y hacer una síntesis de los principales resultados de la literatura que se refiere a la categoría indígena.",16
"La ""calidad comparativa"" del derecho consuetudinario y el derecho civil se ha convertido en una cuestiÃ³n de polÃtica, desde que La Porta, Lopes-de-Silanes, Shleifer y Vishny (LLSV) desarrollaron su ""teorÃa de los orÃgenes legales"" (LOT) afirmando que los paÃses de derecho consuetudinario disfrutan de mejor gobernanza y rendimiento econÃ³mico que los paÃses de derecho civil. Influyendo en la metodologÃa de los informes ""Haciendo negocios"" del Banco Mundial y en los anÃ¡lisis de paÃses de las agencias de calificaciÃ³n, la LOT afecta a la solvencia de los paÃses en transformaciÃ³n y en desarrollo y, por tanto, pone en duda la ayuda a las reformas legales en estos paÃses procedente de fuentes de derecho civil. Este capÃtulo introductorio propone un mapa de las cuestiones metodolÃ³gicas que se plantean en tÃ©rminos teÃ³ricos y polÃticos. Revisar la metodologÃa de LOT requiere encontrarse con LLSV en el terreno interdisciplinar de la teorÃa polÃtica, la sociologÃa y la economÃa, que ellos han elegido, al tiempo que la extienden a las disciplinas de la economÃa institucional, el derecho comparado, la historia jurÃdica y la filosofÃa de la ciencia, que han descuidado.",16
"El amplio estudio financiado por la Comisión Europea sobre la financiación de las ampliaciones de la red para las energías renovables, conocido como GreenNet-Incentives, ofrece en su ""Plan de acción"" un resumen de los argumentos (CE, 2009). Se trata de una cuestiÃ³n crucial en relaciÃ³n con las energÃas renovables, especialmente la eÃ³lica marina. Los factores de carga pueden ser muy favorables, por ejemplo, lejos de la costa, con el Ãºnico problema de que los costes de transporte serÃ¡n rÃ¡pidamente prohibitivos a medida que aumente la distancia a los centros de consumo.",7
"Los desafíos a la seguridad nacional en la era del terrorismo no obligan a un cambio constitucional. Por el contrario, lo que se requiere es la adhesión gubernamental a las disposiciones que rigen la guerra y la paz y la seguridad nacional. En el Federalista nº 51, James Madison observó que el gran reto al que se enfrentaba Estados Unidos en 1787 era obligar al gobierno a obedecer la Constitución. Ese sigue siendo el gran reto en nuestro tiempo. Los presidentes deben dejar de engrandecer el poder bélico, y el Congreso debe reafirmar su autoridad constitucional en el ámbito de la guerra, los asuntos exteriores y la seguridad nacional. El resurgimiento del Congreso, la participaciÃ³n en discusiones y debates vigorosos, bien puede depender de una ciudadanÃa despierta, comprometida con las virtudes y valores del constitucionalismo estadounidense y el imperio de la ley, dispuesta a exigir al gobierno que rinda cuentas por el cumplimiento de sus responsabilidades constitucionales.",16
"Este artículo examina las reformas de la gobernanza de la policía local en Inglaterra y Gales durante las dos últimas décadas, desde la gerencialización de la policía a principios de la década de 1990 hasta los recientes planes para la introducción de Comisarios de Policía y Crimen. Esta ""visiÃ³n a largo plazo"" facilita la apreciaciÃ³n de los cambios polÃticos en los regÃmenes organizativos, inicialmente del profesionalismo de oficina al gerencialismo, y mÃ¡s recientemente del gerencialismo a un modelo hibrido de gobernanza local que combina elementos del consumismo, el localismo democrÃ¡tico y el profesionalismo de oficina. Sin embargo, estos regímenes actúan menos como estructuras determinantes que como equilibrios inestables abiertos a la contestación y la negociación. Basándose en las ideas de los estudios sobre la gubernamentalidad y la gobernanza, el artículo examina el progreso de las reformas y muestra que el ""éxito"" de los cambios de régimen depende de la traducción de los regímenes a la práctica. Más concretamente, entender los regímenes como discursos nos permite...",6
"El movimiento por los derechos civiles en Estados Unidos se nutrió de los defensores de los derechos humanos de todo el mundo. Una vez que los responsables políticos estadounidenses -influidos por la presión internacional, el valor de los ciudadanos de a pie y el deseo de liderazgo mundial- firmaron documentos como la Carta de las Naciones Unidas, las peticiones nacionales de cambio pudieron basarse directamente en la autoridad moral de las doctrinas que Estados Unidos respaldaba en el extranjero. Este es uno de los muchos y fascinantes vínculos entre la política racial y los asuntos internacionales que se exploran en Ventana a la libertad. De amplio alcance cronológico y diversidad temática, los diez ensayos originales que aquí se presentan demuestran cómo las raíces de la política exterior estadounidense han estado imbricadas en factores sociales, económicos y culturales de origen tanto nacional como extranjero. Argumentan persuasivamente que la campaña para hacer realidad los plenos derechos civiles de las minorías raciales y étnicas en Estados Unidos se entiende mejor en el contexto de unas relaciones internacionales competitivas.",16
"Contenidos: Reorientando el positivismo jurídico: Aspectos democráticos del positivismo ético, Tom Campbell El positivismo ético y el liberalismo del miedo, Martin Krygier Perspectivas feministas sobre el positivismo ético, Nicola Lacey El separatismo jurídico y el concepto de persona, Margaret Davies Positivismo y diferencia, Helen Stacy ¿Está el positivismo jurídico comprometido con el intencionalismo?, Natalie Stoljar Una teoría del derecho en perspectiva, Walter Sinnott-Armstrong El positivismo jurídico y la autonomía contingente del derecho, Fredrick Schauer. Assemblies v. Courts in Democratic Theory and Practice: The philosophical foundations of parliamentary sovereignty, Jeffrey Goldsworthy Legislation by assembly, Jeremy Waldron Defining judicial restraint, John Daley A patchwork quilt theory of constitutional interpretation, Walter Sinnott-Armstrong Citizenship, race and adjudication, Margaret Thornton The vice of judicial activism, Arthur Glass The role of law and the role of lawyers, Tim Dare Judicial activism and the rule of law in Australia, Leslie Zines Judicial activism and judicial review in the high court of Australia, George Williams Index.",16
"El derecho internacional de los derechos humanos es una ciencia jurídica de creciente importancia por la existencia del bloque de constitucionalidad y la validez y preponderancia que adquieren sus normas en el derecho interno. Cada día, el catálogo de derechos humanos se amplía a través de nuevos instrumentos internacionales como los tratados y la interpretación de los ya existentes adquiere nuevos matices. En ese sentido, los derechos humanos emergentes han ido irrumpiendo en la última década en este escenario, son considerados nuevos derechos y compiten por un lugar en la normativa internacional y de los Estados.",16
"Las organizaciones recurren cada vez más a las inconmensurables cantidades de datos disponibles a través de medios de código abierto como la web y las redes sociales para aumentar su capacidad analítica y, en última instancia, mejorar la calidad y cantidad de la información de que disponen para tomar decisiones. Los cuerpos y fuerzas de seguridad no son una excepción a esta tendencia, y cada vez se hacen más esfuerzos por utilizar los macrodatos para complementar las formas tradicionales de inteligencia utilizadas habitualmente en las labores de prevención y respuesta a la delincuencia. En este capítulo se analiza una faceta específica de esta capacidad: el uso de datos de fuentes abiertas y herramientas analíticas para detectar la motivación criminal y la intención en fuentes abiertas de cometer delitos relacionados con la ciberdelincuencia y el ciberterrorismo. Más concretamente, el capítulo analiza y perfila los distintos tipos de ataque y las herramientas utilizadas para facilitarlos con el fin de obtener una visión completa de las motivaciones subyacentes de los ciberatacantes.",16
"Estas correlaciones indican, por supuesto, que es necesario seguir investigando sobre la importancia de la mano de obra en los costes de fabricación y explotación de las energías renovables. Como se muestra en esta tabla, la mayoría de los puestos (46% de las ocupaciones identificadas) requieren un aprendizaje, generalmente disponible a través de los sindicatos artesanales, el 31% de los puestos requieren la graduación de la escuela secundaria, y el 23% requieren algún tipo de título universitario, y el 7% requieren un título de ingeniería. Aunque no es comparable a la explotación de centrales nucleares (sería comparable a una fábrica de fabricación de módulos para un pequeño reactor modular (SMR), sin embargo hay poca información disponible públicamente sobre la organización de una fábrica de SMR, véase EPI, 2010: p. 28), el número de ingenieros necesarios para producir turbinas eólicas está muy por debajo del número necesario para producir y explotar reactores nucleares, aunque es similar al número de ingenieros necesarios para explotar una instalación de gestión de residuos (NEA, de próxima publicación: p. 79).",7
"La eficiencia media de la generación a gas en la región mejoró del 37% en 1990 al 49% en 2014, la más alta a nivel mundial. Las pérdidas de transporte y distribución de electricidad disminuyeron del 8,2% en 1990 al 7,2% en 2014 (8,9% a nivel mundial), la menor entre todas las regiones del mundo, mientras que las pérdidas de transporte y distribución de gas natural cayeron del 1,2% al 0,6%. Entre las razones de este resultado figuran unos sólidos mecanismos de apoyo. Además, contribuyeron la mayor aplicación de mecanismos de apoyo más flexibles basados en el mercado, como las subastas, la disminución general de los costes de instalación y la mayor concienciación sobre la viabilidad de los proyectos de energías renovables en la mayor parte de la región.",7
"El papel de las instituciones judiciales en el desarrollo del Derecho internacional ha sido una cuestiÃ³n abierta desde los tiempos del Tribunal Permanente de Justicia Internacional. Ya en 1934, Hersch Lauterpacht había afirmado que ""la elaboración de leyes judiciales es una característica permanente de la administración de justicia en todas las sociedades"". En muchos aspectos, si el adjetivo ""judicial"" puede utilizarse como relativo a un tribunal de justicia o a un sistema de tribunales de justicia que se dedican a la administración de justicia dentro de un ordenamiento jurídico, la comprensión del papel del poder judicial en la elaboración de leyes sigue siendo una cuestión fundamental en cuanto a la naturaleza y la forma de un sistema jurídico.",16
"Un análisis de 2005 constató una sustitución similar entre los productos agrícolas en España (Custa etal., Este comportamiento económico tiene implicaciones para la elección de las infraestructuras de aguas superficiales frente a las subterráneas que podrían mejorarse o restaurarse. Por ejemplo, los regantes invertirán hoy 1.000 dólares en una mejora de la tierra que conserve el agua, como el riego por goteo, si los ingresos netos de la explotación aumentan en más de 1.000 dólares con el tiempo, en términos de valor actual. En caso contrario, evitarán realizar la inversión. La aplicación de uno o varios de estos principios económicos de presupuestación permite abordar toda una serie de decisiones de gestión de la asignación de recursos a las que se enfrentan los gestores de explotaciones.",6
"Pero a medida que los países adoptan más tecnologías de eficiencia energética y medidas de conservación de la energía, su intensidad energética tiende a disminuir (como ha ocurrido en Estados Unidos en los últimos 20 años). Es razonable que, a medida que un país desarrolla su economía, necesite suministrar más energía a sus ciudadanos para elevar su nivel de vida. En este sentido, los países con una población muy numerosa tienen mucho más camino por recorrer para lograr el crecimiento económico. China e India pueden haber ascendido mucho en la escala de desarrollo en las últimas décadas, pero siguen teniendo un consumo de energía per cápita muy bajo.",6
"Por consiguiente, el nivel óptimo de las subvenciones a la I+D sobre tecnologías con bajas emisiones de carbono depende de la magnitud de los desbordamientos de conocimiento de estas tecnologías, en relación con los desbordamientos generados por otras tecnologías, en particular las tecnologías fósiles a las que sustituyen. También debe abarcar no sólo al sector público, sino también al privado. El argumento de la propiedad intelectual, aunque válido en algunos casos, no debería impedir el desarrollo de mecanismos normalizados para recoger, compilar y publicar los datos mundiales que se necesitan urgentemente sobre los presupuestos para la innovación en tecnologías energéticas.",7
"Este artículo aborda el concepto de escrutinio estricto, la prueba de la carga de la persuasión utilizada por los tribunales para determinar la constitucionalidad de la discriminación positiva. A través de un análisis sistemático de las decisiones del Tribunal Supremo de EE.UU., ilustra que el escrutinio estricto se ha aplicado de forma incoherente y arbitraria y, por lo tanto, no debería servir de base para la revisión judicial de los programas de discriminación positiva. Demuestra que el estado de derecho establecido en virtud de la Ley de Derechos Civiles proporciona una base igualmente convincente, si no más, para juzgar la legalidad de los programas de discriminación positiva. Basarse en las normas jurídicas establecidas por los tribunales en virtud de las leyes de derechos civiles proporciona a los administradores una mayor flexibilidad a la hora de desarrollar y aplicar programas de discriminación positiva. En efecto, la capacidad de los gobiernos para promover la diversidad de sus plantillas se ve enormemente reforzada.",16
"En todo caso, el presente informe ayuda a identificar áreas prioritarias -como la limitación de la contaminación atmosférica, la reducción de las emisiones de gases de efecto invernadero y la correcta asignación de los costes del sistema- que justifican nuevas investigaciones específicas. Este informe subraya la importancia de una contabilidad de costes completa, sobre todo en el contexto de las transiciones energéticas que se están produciendo en muchos países. Idealmente, contribuirá a generar nuevas y más exhaustivas investigaciones en el área de los costes totales de la electricidad para permitir a los responsables políticos y al público tomar decisiones mejor informadas en el camino hacia sistemas eléctricos plenamente sostenibles.",7
"La regulación puede dar lugar a prácticas corruptas, con la consiguiente pérdida de bienestar en una economía. Esta investigación pretende medir el impacto de la corrupción en el sector inmobiliario de Dhaka, la capital de Bangladesh. Intenta medir la pérdida de bienestar resultante de las prácticas corruptas ejercidas principalmente por las agencias reguladoras gubernamentales. El soborno y la tasa de extorsión son los dos indicadores principales con los que se mide la pérdida de bienestar. Los datos del estudio revelan que se pierden alrededor de 8 pisos debido al pago de sobornos y otros pagos de este tipo.",6
"Europa tiene un gran interÃ©s y un historial de ayuda a IrÃ¡n en el control de la entrada de drogas procedentes de AfganistÃ¡n. Pero debido al creciente uso por parte de IrÃ¡n de la pena de muerte en casos de narcotrÃ¡fico, Europa ha puesto fin a su cooperaciÃ³n. BasÃ¡ndose en entrevistas con responsables polÃticos iranÃes y representantes de organizaciones de derechos humanos y de la Oficina de las Naciones Unidas contra la Droga y el Delito (ONUDD), este artÃculo presenta la retirada de Dinamarca de la financiaciÃ³n para el control de drogas en 2013 como un estudio de caso, analizando los dilemas y las trayectorias de la diplomacia conjunta iranÃ-europea en materia de drogas y las perspectivas de reanudaciÃ³n tras el acuerdo nuclear.",16
"El presente ensayo pretende investigar las posibilidades de un diálogo constructivo en materia de Derechos Humanos. El punto de partida de esta tarea es la comprensión del proceso de fragmentación del sistema jurídico mundial contemporáneo. La marca más importante de este proceso es la consolidación de los regímenes autónomos, que se apartan de las normas generales del Derecho Internacional, de forma que amenazan su unidad. Dichos regímenes pretenden regular disciplinas con un grado de especialización técnica particularmente elevado. Exigen que los juristas desarrollen mecanismos capaces de comprender las peculiaridades de las relaciones internacionales. En tal contexto, la búsqueda de un elemento capaz de otorgar cierta unidad en medio de la fragmentación se vuelve primordial.  Palabras clave: derecho internacional, fragmentación y unidad, política pública.",16
"Esto es importante, ya que se puede tardar mÃ¡s de cinco aÃ±os en desarrollar, autorizar y construir una nueva planta de energÃa renovable. Incluso cuando las polÃticas sobreviven a los intentos de intervenciÃ³n legislativa, las sentencias de las agencias y/o los tribunales pueden alterar significativamente la aplicabilidad y la puesta en prÃ¡ctica de una polÃtica. Cuadro 2 (adaptado de Szabo et al.,",6
"Fuente: Agencia Portuguesa de Medio Ambiente. La CECAC ha lanzado recientemente una innovadora página web de seguimiento y previsión de emisiones (www.cumprirquioto.pt). El seguimiento indica que la aplicación de algunas medidas ha superado las expectativas, por ejemplo en el caso del fomento de la generación de electricidad a partir de fuentes de energía renovables y la reducción del consumo de electricidad en unos 1.000 GWh para 2010 (cuadro 5.6). El programa de incentivos para el desguace de vehículos también ha tenido más éxito del previsto.",7
"En este artículo explico la demonología subyacente del terrorismo religioso. Argumento que las prácticas antiterroristas reflejan la demonología a la que pretenden oponerse. Este argumento se centra en nuestro sistema de detenciÃ³n y tortura. Sugiero que el discurso de la lucha contra el terrorismo se basa en cuerpos sacrificados: el cuerpo bombardeado y el cuerpo torturado. Para encontrar una respuesta creativa al terrorismo y restaurar los derechos humanos, necesitamos una narrativa alternativa para la violencia global. Sugiero que esta narrativa alternativa existe. La rastreo a través de la resistencia ciudadana y de un estudio de caso.",16
"¡Gran parte de la literatura sobre economía política ha investigado la influencia de la ventaja democrática en la calificación de los bonos soberanos por parte de las agencias de calificación crediticia ~CRAs!+ Sin embargo, en los trabajos anteriores se echaba en falta una investigación sobre los efectos de los factores que reducen el riesgo político en las calificaciones de los bonos, como la adhesión al Estado de Derecho, la presencia de un sistema judicial fuerte e independiente y la protección de los derechos de propiedad+ Utilizando datos de panel de hasta treinta y seis países en desarrollo entre 1996 y 2006, descubrimos que el Estado de Derecho, unos tribunales fuertes e independientes y la protección de los derechos de propiedad tienen efectos positivos significativos en las calificaciones de los bonos+ Los responsables políticos que deseen obtener mejores calificaciones de los bonos y mayores ingresos de las ventas de bonos harían bien en prestar atención al mensaje contenido en estas conclusiones+.",16
"Se consideró que la molestia de actualizar la tecnología o modificar las operaciones establecidas contrarrestaba el posible ahorro de costes. Pero es importante distinguir entre ahorro relativo y absoluto. Por ejemplo, un productor de café colombiano gastaba más de 3 millones de dólares al año en energía -sólo el 1,4% de los costes de producción, pero claramente una suma absoluta considerable- y el ahorro potencial de costes era grande en relación con el margen de beneficios. (",6
"Aunque el derecho internacional convencional declara que ciertos actos discretos asociados con el terrorismo constituyen crímenes de jurisdicción universal, el derecho internacional -durante mucho tiempo obstaculizado por la objeción de que ""el terrorista de una persona es el luchador por la libertad de otra""- ha luchado con la tarea de definir el terrorismo en sí mismo. Al definir el terrorismo y declararlo delito internacional, la legislación antiterrorista canadiense autoriza el enjuiciamiento nacional de las actividades terroristas con independencia del lugar y el momento en que se produzcan y de la identidad nacional del autor o la víctima. A medida que las legislaturas y los tribunales nacionales de Canadá y de otros países prestan cada vez más atención a lo que constituye terrorismo, sus esfuerzos iterativos pueden contribuir a promover un consenso suficiente que justifique un enfoque internacional más integrado, junto con mecanismos internacionales de aplicación de la ley.",16
"I. Gianluca, R. Sylvia, W. David, ""Reducing Network Energy Consumption via Sleeping and Rate-Adaptation"", en NSDI'08: Proceedings of the 5th USENIX Symposium on Networked Systems Design and Implementation, Berkeley, pp. F., ""Optimal Spectrum Sensing Framework for Cognitive Radio Networks"", IEEE Transaction on wireless communications, vol. El suministro de energía a bajo coste anima a la gente a utilizar los servicios de comunicación.",6
"Representa a un grupo más amplio de partes interesadas, incluidas organizaciones agrícolas, industriales, urbanas y medioambientales con intereses en la gestión del agua. El objetivo es llevar a cabo un proceso de gobernanza colaborativa dirigido por las partes interesadas, para recomendar la reforma de la gestiÃ³n del agua dulce en Nueva Zelanda. El Foro dirige un proceso de consenso para identificar resultados y objetivos compartidos para el agua dulce, asÃ como las polÃticas pertinentes para alcanzarlos. Coordinar la planificaciÃ³n estratÃ©gica de la polÃtica del agua: Ejemplos de la OCDE (cont.)",6
"El objetivo principal de este artículo es analizar si la adopción de la Directiva sobre delitos contra el medio ambiente fue una decisión adecuada desde el punto de vista de la política penal. El artículo plantea la cuestión básica de si la Unión debe aplicar el Derecho medioambiental de la Unión mediante sanciones penales. A este respecto, se afirma que, según el principio de ultima ratio, el legislador de la Unión sólo puede exigir que un acto se tipifique como delito si es necesario para proteger un interés europeo fundamental, y únicamente a condición de que todas las demás medidas hayan resultado insuficientes para salvaguardar dicho interés. El artículo examina, por tanto, si las medidas de Derecho penal son adecuadas para la aplicación de las normas medioambientales de la Unión y, en segundo lugar, si existen otras medidas igualmente eficaces para hacer cumplir el Derecho medioambiental de la Unión que las sanciones penales.",16
"En América Latina, varios escándalos de corrupción y malversación de fondos públicos han dañado la confianza de los ciudadanos en las instituciones democráticas de todos los países de la región. La impunidad existente en los casos de corrupción y la falta de rendición de cuentas dejan en una difícil posición a la democracia y a la legitimidad de las instituciones. El presente artículo tiene como objetivo analizar la importancia del fortalecimiento de la rendición de cuentas en América Latina como forma de mejorar la calidad de la democracia en la región y luego analizar el caso específico de Argentina, como un intento de identificar los vacíos dentro del sistema legal que resultan en importantes riesgos de corrupción y evaluar la forma de mejorar esta situación.",16
"Cada vez que los usuarios se conectan a internet o hacen una llamada telefónica, dejan ""huellas digitales"" que pueden resultar útiles para identificar a personas implicadas en un delito o un acto de terrorismo. De ahí el gran interés de las autoridades policiales por acceder a los datos de tráfico y localización, contando para ello con la cooperación forzosa de los proveedores de telecomunicaciones e internet. Sin embargo, se ha cuestionado la eficacia de obligar a estos proveedores de servicios a conservar dichos datos para luchar contra la delincuencia. Además, las obligaciones de conservación de datos interfieren con el derecho a la intimidad de las personas, protegido por el artículo 8 del Convenio Europeo de Derechos Humanos (CEDH), por lo que sólo pueden imponerse con un objetivo legítimo, a saber, proteger la seguridad de los ciudadanos, y respetando plenamente el principio de proporcionalidad.",16
"La seguridad humana es un patrón emergente para entender las debilidades globales. Sus defensores cuestionan la noción tradicional de seguridad nacional argumentando que el responsable adecuado de la seguridad debe ser el individuo y no el Estado. Sudáfrica, 21 años después de la transición del apartheid a la democracia, no ha logrado introducir un cambio en el sistema de justicia penal que sea capaz de responder inmediatamente a los retos de la delincuencia. Este capítulo pretende evaluar el componente de aplicación de la ley y postular cómo debería sensibilizarse hacia la delincuencia contra los ciudadanos y contra las violaciones de los derechos humanos.",16
"QuizÃ¡ el pasaje mÃ¡s influyente sobre el Estado de Derecho en el Derecho Internacional provenga del capÃtulo 13 del Leviathan de Thomas Hobbes. En el curso de la descripciÃ³n de la miserable condiciÃ³n de la humanidad en el estado de naturaleza, Hobbes seÃ±ala a los lectores que podrÃan ser escÃ©pticos de que tal estado haya existido alguna vez, que sÃ³lo tienen que mirar a las relaciones internacionales - las relaciones entre estados independientes - para observar uno:Pero aunque nunca ha habido ningÃºn tiempo, en el que los hombres particulares estuvieran en condiciÃ³n de guerra unos contra otros, sin embargo, en todos los tiempos, los Reyes, y las Personas de Soberana autoridad, a causa de su Independencia, estÃ¡n en continuos celos, y en el estado y postura de Gladiadores, teniendo sus armas apuntando, y sus ojos fijos los unos en los otros, es decir, sus Fuertes, Guarniciones, y Armas en las Fronteras de sus Reinos, y continuos EspÃas sobre sus vecinos, lo cual es una postura de Guerra.",16
"Objetivos Este estudio exploratorio examina si los mecanismos causales destacados por las teorías criminológicas funcionan de la misma manera para explicar tanto la violencia por motivos ideológicos (es decir, el terrorismo) como los homicidios habituales (no políticos). Estudiamos si las hipótesis a nivel macro extraídas de los marcos de privación, reacción y desorganización social se asocian con la probabilidad de que un extremista de extrema derecha que cometió un homicidio por motivos ideológicos dentro de los EE.UU. contiguos resida en un condado concreto. Para ayudar a evaluar si las teorías criminológicas se aplican tanto al terrorismo como a la violencia habitual, también aplicamos estas hipótesis a la localización de los incidentes de homicidio de extrema derecha y de homicidio habitual, y comparamos los resultados.",16
"Aunque se han realizado progresos en los últimos años, y a pesar del despliegue a gran escala de las energías renovables, la proporción de éstas en la combinación energética sigue siendo baja, lo que agrava los continuos problemas de contaminación atmosférica en toda la región y somete a presión a las economías emergentes como consecuencia de las fluctuaciones de los precios del petróleo. Además, todavía es necesario acelerar el ritmo de adopción de la eficiencia energética para liberar los inmensos beneficios intersectoriales. Los obstáculos financieros son especialmente preocupantes, ya que las estrategias de transición energética requieren grandes sumas de inversión. Para colmar este déficit de financiación, los gobiernos deben apalancar fondos para aumentar la inversión del sector privado, lo que requiere una mayor estabilidad y previsibilidad en la formulación de políticas y la introducción de herramientas de financiación que ayuden a gestionar el riesgo, a menudo elevado, de las inversiones.",7
"Entre ellas se incluyen medidas de EE residencial (impulsadas por las empresas de servicios públicos o las autoridades locales) y edificios públicos, programas de sustitución de calderas, luces y electrodomésticos (por ejemplo, impulsados por las empresas de servicios públicos), y el cambio a coches menos contaminantes (renovación del parque automovilístico) (Bowen et al., Varios países proporcionan (o están considerando) ayudas para la construcción de nuevas infraestructuras energéticas, especialmente fuentes de energía renovables, e incentivos para mejoras de EE como parte de sus programas de estímulo fiscal. Estos últimos incluyen créditos fiscales para la compra de hornos, ventanas y aislamientos energéticamente eficientes, 5.000 millones de dólares para mejoras de EE en más de un millón de hogares de rentas bajas y 6.300 millones de dólares para mejorar la eficiencia energética de las viviendas sociales. En 2009, la Comisión Europea decidió destinar 3.980 millones de euros a proyectos de energía limpia, infraestructuras de gas y electricidad, energía eólica marina y CAC (pero no a proyectos de EE) (Parlamento Europeo, 2009).",7
"Por ejemplo, el etanol se utiliza ampliamente como diluyente de la gasolina y mejorador del octanaje, y el biodiésel es un combustible alternativo derivado de aceites vegetales y grasas animales. Las normas son fundamentales para evaluar la seguridad de los combustibles alternativos. El etanol produce menos emisiones de gases de efecto invernadero que la gasolina o el gasóleo. """,7
"En los Ãºltimos 30 aÃ±os se han desarrollado formas de revisiÃ³n judicial ""New Commonwealth"". Estos modelos de revisión se caracterizan por hacer hincapié en el diálogo institucional por encima de la supremacía legislativa o judicial. Así, en lugar de otorgar a los tribunales un poder de revocación, la revisión dialógica concede a los tribunales el poder de declarar la legislación ""incompatible"" con las normas de derechos humanos, dejando la última palabra sobre la legislación al poder legislativo. Este artÃculo explora el potencial de controversia cuando este mecanismo no vinculante se emplea en el Ã¡mbito del derecho penal. En particular, se centra en el caso norirlandés R contra McR y en el caso australiano Momcilovic contra la Reina. Estos casos demuestran las dificultades asociadas con el funcionamiento de la revisión dialógica en el derecho penal.",16
